Formulation Index,Drug SMILES,Profile Duration,AUC,AUC Class,Fold,Release_24h,Release_48h,Release_72h
16,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,29.9487179487179,0.6698206468012983,AUC > 0.5,0,0.06997422680412363,0.0850515463917525,0.13291605301914527
17,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,29.9487179487179,0.7658302146589462,AUC > 0.5,0,0.37573637702503837,0.43149755832881126,0.47063212154096556
18,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,40.0,0.24823335125585722,AUC <= 0.5,0,0.011773366261398178,0.023546732522796356,0.0333466312056737
19,O=C1C=CC2(C(=C1)CCC3C4CC(C)C(O)(C(=O)CO)C4(C)CC(O)C32F)C,39.9359996952366,0.41143246485720686,AUC <= 0.5,0,0.09114948731786329,0.1117523006134965,0.15324937253495904
20,O=C1C=C2CCC3C4CCC(O)(C(=O)CO)C4(C)CC(O)C3C2(C)CC1,30.0562537336548,0.6142655530209387,AUC > 0.5,1,0.04341113206324928,0.05867825402541025,0.09013422172664677
21,O=C(O)C=CC(=O)O.O=C(OC(C)C)C(NP(=O)(OC=1C=CC=CC1)COC(C)CN2C=NC=3C(=NC=NC32)N)C,14.9732620320855,0.6556555534221458,AUC > 0.5,1,0.19927253456665178,0.34788441692466515,0.5027749674808494
22,O=C(O)C=CC(=O)O.O=C(OC(C)C)C(NP(=O)(OC=1C=CC=CC1)COC(C)CN2C=NC=3C(=NC=NC32)N)C,15.0,0.6265285644281379,AUC > 0.5,1,0.10325844014543747,0.22783100165528467,0.4085818785788106
23,O=C(O)C=CC(=O)O.O=C(OC(C)C)C(NP(=O)(OC=1C=CC=CC1)COC(C)CN2C=NC=3C(=NC=NC32)N)C,15.0,0.5675770317111667,AUC > 0.5,1,0.06938099555225052,0.15170835104918648,0.3160152610885516
24,O=C(O)C=CC(=O)O.O=C(OC(C)C)C(NP(=O)(OC=1C=CC=CC1)COC(C)CN2C=NC=3C(=NC=NC32)N)C,15.0,0.6356772189396069,AUC > 0.5,1,0.10624801587038255,0.23282912342742956,0.4380793098649773
25,O=C(O)C=CC(=O)O.O=C(OC(C)C)C(NP(=O)(OC=1C=CC=CC1)COC(C)CN2C=NC=3C(=NC=NC32)N)C,15.0,0.5996188842061448,AUC > 0.5,1,0.10542885361260504,0.18727144314437913,0.34739079452943333
26,O=N1=C(N=C(C=C1N)N2CCCCC2)N,28.075509590688,0.8245101105309436,AUC > 0.5,3,0.17824536616543765,0.34357318262858677,0.5046576156971563
27,Cl.O=C1C2=CC(OC)=C(OC)C=C2CC1CC3CCN(CC=4C=CC=CC4)CC3,29.8905173270464,0.7189083002219542,AUC > 0.5,3,0.025067790519128375,0.05013558103825675,0.13484444444444477
28,Cl.O=C1C2=CC(OC)=C(OC)C=C2CC1CC3CCN(CC=4C=CC=CC4)CC3,29.8945265516898,0.6567930544783778,AUC > 0.5,3,0.01556865934661783,0.03113731869323566,0.08073331367344914
29,Cl.O=C1C2=CC(OC)=C(OC)C=C2CC1CC3CCN(CC=4C=CC=CC4)CC3,29.8515558875635,0.6422559546886571,AUC > 0.5,3,0.0063056330543376626,0.012611266108675325,0.03494454055154169
30,O=C(O)C1C2=CC=C(C(=O)C=3C=CC=CC3)N2CC1.OCC(N)(CO)CO,35.0821329432595,0.8826230056622771,AUC > 0.5,0,0.7336960596800666,0.7799422705995401,0.802423487891897
31,O=C(O)C1C2=CC=C(C(=O)C=3C=CC=CC3)N2CC1.OCC(N)(CO)CO,35.043695380774,0.9002581885031655,AUC > 0.5,0,0.7867205227205248,0.7752655570046865,0.8403953977867027
32,O=C(OC1C2=NC(=C(C(=O)N2CCC1)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3)C)CCCCCCCCCCCCCCC,11.2144702842377,0.35600230748223993,AUC <= 0.5,3,0.01182728410513144,0.028855168339306275,0.06671110627414703
33,O=C(OC1C2=NC(=C(C(=O)N2CCC1)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3)C)CCCCCCCCCCCCCCC,11.2144702842377,0.3558122241557819,AUC <= 0.5,3,0.005743058092802068,0.0257861146308662,0.05811495736129787
34,O=C(OC1C2=NC(=C(C(=O)N2CCC1)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3)C)CCCCCCCCCCCCCCC,11.2144702842377,0.37501856026666364,AUC <= 0.5,3,0.005803190841553746,0.033244194995296995,0.06732211848661757
35,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,29.9687010954616,0.7823819383660655,AUC > 0.5,4,0.25625,0.37092912393029476,0.48081351237684944
36,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,119.999999999999,0.7288870831261394,AUC > 0.5,4,0.4309895833333344,0.4502777234134509,0.46539500527655864
37,O=S(=O)(N)C1=CC=C(C=C1)N2N=C(C=C2C=3C=CC(=CC3)C)C(F)(F)F,75.0233281493001,0.9022747895741414,AUC > 0.5,1,0.27597582547169736,0.3837971698113203,0.4672051886792448
38,O=S(=O)(N)C1=CC=C(C=C1)N2N=C(C=C2C=3C=CC(=CC3)C)C(F)(F)F,75.0233281493001,0.6006148502769169,AUC > 0.5,1,0.1962529481132069,0.2020371462264149,0.2181500589622639
39,O=C1C=C2CCC3C(CCC4(CC)C3CCC4(O)C#C)C2CC1,90.0414937759335,0.6823925983189415,AUC > 0.5,0,0.09061807580174927,0.17634110787172,0.1900218658892125
40,Cl.O=C1C2=CC=CC3=C2C(CN1C4CN5CCC4CC5)CCC3,59.9630850990167,0.5997906891353679,AUC > 0.5,1,0.10124346643117973,0.1517884161471884,0.21876578852399858
41,O=C1C2=CC=CC3=C2C(CN1C4CN5CCC4CC5)CCC3,34.8137665604948,0.7606581438356135,AUC > 0.5,3,0.22244771934509366,0.30208358194706314,0.391226520919354
42,O=C1C2=CC=CC3=C2C(CN1C4CN5CCC4CC5)CCC3,49.8714397821169,0.644106424880033,AUC > 0.5,3,0.20026916768305472,0.25926450376910537,0.3066940269535797
43,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,40.1247865354483,0.5200112443966437,AUC > 0.5,3,0.0506968204404374,0.06390485339615308,0.07710799244157683
44,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,40.1870389605816,0.40557703071406964,AUC <= 0.5,3,0.013769161994227074,0.016933128120785745,0.020097094247344415
45,O=C1C=CC2(C(=C1)CCC3C4CC5OC(OC5(C(=O)CO)C4(C)CC(O)C32)CCC)C,7.03559322033898,0.6437499285448881,AUC > 0.5,4,0.3809381845958733,0.5275805915586576,0.6466057016026757
46,O=C(O)CC(O)C(=O)O.O=C1NC2=CC=C(F)C=C2C1=CC=3NC(=C(C(=O)NCCN(CC)CC)C3C)C,28.9655172413793,0.5926028827372533,AUC > 0.5,3,0.13712871287128703,0.20412541254125413,0.2965717821782182
47,O=C(NC1=CC=C(Cl)C(=C1)C(F)(F)F)NC2=CC=C(OC=3C=CN=C(C3)C(=O)NC)C=C2F,29.9779142341343,0.5109429502163794,AUC > 0.5,4,0.149553636762769,0.23892822966507174,0.28577215505421905
48,OC=1C=C(C=C(O)C1C2C=C(C)CCC2C(=C)C)CCCCC,41.871089876498665,0.5821739576839403,AUC > 0.5,3,0.1754364496224922,0.2724998872962064,0.2970121427137118
49,OC=1C=C(C=C(O)C1C2C=C(C)CCC2C(=C)C)CCCCC,41.80633147113584,0.4616213808463242,AUC <= 0.5,3,0.12506000000000017,0.14638545454545443,0.16104126984126935
50,O=S(=O)(N)C1=CC=C(C=C1)N2N=C(C=C2C=3C=CC(=CC3)C)C(F)(F)F,30.0394736842105,0.9929978593531388,AUC > 0.5,1,0.6847158218125987,0.912982875348467,0.9772998805256871
51,ClC=1C=CC=CC1C(C=2C=CC=CC2)(C=3C=CC=CC3)N4C=NC=C4,30.0394736842105,0.6614943198677463,AUC > 0.5,3,0.246881720430108,0.269892473118279,0.326612903225806
52,O=C1OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(O)(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C1C)C,30.078947368421,0.8934441410549465,AUC > 0.5,2,0.5765456989247316,0.6458850289495448,0.6724193548387092
53,O=C(O)C(C1=CC=C(C=C1)CC(C)C)C,30.078947368421,0.9693506053678731,AUC > 0.5,1,0.30293631100082685,0.5627584780810604,0.826612903225806
54,O=C(O)CC=1C=2C=C(OC)C=CC2N(C(=O)C3=CC=C(Cl)C=C3)C1C,30.078947368421,0.9041650791634891,AUC > 0.5,1,0.37999231950844875,0.4904838709677415,0.5888647642679897
55,O=C1NCCCN1C(C(=O)NC(CC=2C=CC=CC2)CC(O)C(NC(=O)COC=3C(=CC=CC3C)C)CC=4C=CC=CC4)C(C)C,30.0,0.8498275679117137,AUC > 0.5,3,0.5528329197684029,0.5842638544251441,0.6139486260453997
56,O=C(OCC=1SC=NC1)NC(CC=2C=CC=CC2)C(O)CC(NC(=O)C(NC(=O)N(C)CC=3N=C(SC3)C(C)C)C(C)C)CC=4C=CC=CC4,30.0394736842105,0.9311363443686131,AUC > 0.5,1,0.5253308519437547,0.6117741935483867,0.6671836228287841
57,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,27.829846923731388,0.7998278537573019,AUC > 0.5,3,0.18406176732152943,0.3009661621127875,0.5097280302782893
58,COC1=CC=CC(=C1N)C2=CC(=O)C3=CC=CC=C3O2,27.9996607276575,0.5248180695589395,AUC > 0.5,4,0.15691502033189803,0.23054375182034795,0.30750376343669583
59,N=1C=C(C(=NC1N)N)CC2=CC(OC)=C(OC)C(OC)=C2,14.0,0.7949907235,AUC > 0.5,3,0.327272727,0.535064935,0.675324675
60,N=1C=C(C(=NC1N)N)CC2=CC(OC)=C(OC)C(OC)=C2,14.0,0.8258823530714285,AUC > 0.5,3,0.305882353,0.545882353,0.701176471
61,OC=1C=C(C=C(O)C1C2C=C(C)CCC2C(=C)C)CCCCC,42.0583038869257,0.5771668356118096,AUC > 0.5,3,0.10997047772410112,0.229915906244409,0.292779388083736
62,OC=1C=C(C=C(O)C1C2C=C(C)CCC2C(=C)C)CCCCC,42.0583038869257,0.5121914468096761,AUC > 0.5,3,0.08569213335718989,0.15775630703166962,0.20517981749865769
63,O=C(O)C=CC(=O)O.ClC1=CC=C2OC=3C=CC=CC3C4CN(C)CC4C2=C1,39.9583726705365,0.5479652513539769,AUC > 0.5,4,0.37141335914811485,0.40100367647058777,0.4200349264705878
64,O=C1C2=C(N=CN2CC(O)CO)N(C(=O)N1C)C,22.0425531914893,0.8697757289563879,AUC > 0.5,4,0.5364781491002566,0.6257583547557839,0.6998491114339994
65,O=C1C2=C(N=CN2CC(O)CO)N(C(=O)N1C)C,22.0,0.7088161879142569,AUC > 0.5,4,0.11865895458440363,0.182262210796915,0.21989074550128543
66,O=C1C2=C(N=CN2CC(O)CO)N(C(=O)N1C)C,22.0,0.637863539403221,AUC > 0.5,4,0.1035756017761151,0.14401028277634906,0.17734283711147397
67,O=C1C2=C(N=CN2C)N(C(=O)N1C)C,18.0920600430145,0.6884553439345011,AUC > 0.5,2,0.12390739939420131,0.19115674769488677,0.24341830822711485
68,O=C1C2=C(N=CN2C)N(C(=O)N1C)C,18.023990598878,0.5932212627125433,AUC > 0.5,2,0.11482065431612114,0.14980951669530088,0.18929809358752156
69,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,20.0347826086956,0.7245987090488335,AUC > 0.5,3,0.16783812662996217,0.22165133294697167,0.2754645392639812
70,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,14.9787234042553,0.5728852157943063,AUC > 0.5,3,0.12614497245179063,0.18562327823691457,0.24510158402203852
71,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,30.0148779563074,0.4619703264822011,AUC <= 0.5,3,0.04057328008790578,0.05330378485427557,0.06603428962064535
72,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,29.959420289855,0.3991657890777788,AUC <= 0.5,3,0.08812170216923955,0.10779509478209863,0.1274684873949577
73,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,19.9716312056737,0.5537933884297512,AUC > 0.5,3,0.12842902711323764,0.17902711323763953,0.2296251993620414
74,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,12.0728470760501,0.7778481629811504,AUC > 0.5,3,0.2423071857749681,0.3752772165795419,0.5082472473841156
75,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,29.959420289855,0.6480295141343648,AUC > 0.5,3,0.16866205784639424,0.23384551495016587,0.2990289720539375
76,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,30.0936170212765,0.637215594862653,AUC > 0.5,3,0.11159961685823708,0.17114768373389017,0.23069575060954325
77,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,30.0629894494633,0.6650750282831526,AUC > 0.5,3,0.22786875786894992,0.26577268023456324,0.3036766026001765
78,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,25.0434782608695,0.6510168270206624,AUC > 0.5,3,0.11390267313822036,0.1595932338452617,0.20528379455230306
79,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,30.0936170212765,0.6819178207413501,AUC > 0.5,3,0.08167007150153227,0.12607763023493374,0.17048518896833517
80,COC1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,20.0955431499954,0.6861676361157469,AUC > 0.5,3,0.18892860413531573,0.25172850438731076,0.3145284046393058
81,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,13.9769624769797,0.6061052854330281,AUC > 0.5,2,0.36085235920852365,0.45797666781920265,0.49229288768516644
82,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,49.9805825242718,0.5580479072358423,AUC > 0.5,3,0.03319154421242613,0.04817797188480964,0.062235567080660546
83,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,49.9805825242718,0.45883969085825227,AUC <= 0.5,3,0.01429706969150121,0.019828993726905615,0.02536091776231002
84,O=C1C(=C(N=C2N1CCCC2)C)CCN3CCC(C4=NOC=5C=C(F)C=CC54)CC3,49.9805825242718,0.6071152358855375,AUC > 0.5,3,0.09293632379479323,0.10524998862654106,0.11345025249078731
85,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.CS(=O)(=O)O,11.9696969696969,0.6516160442252706,AUC > 0.5,1,0.300248138957816,0.384615384615384,0.419354838709677
86,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.CS(=O)(=O)O,11.9545454545454,0.535788305075682,AUC > 0.5,1,0.1712158808933,0.184224377772764,0.225242499436048
87,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.CS(=O)(=O)O,11.9696969696969,0.46703835160347784,AUC <= 0.5,1,0.11244027998963009,0.141439205955334,0.1712158808933
88,CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.CS(=O)(=O)O,11.9696969696969,0.5908282815591901,AUC > 0.5,1,0.21373282471019556,0.235732009925558,0.30272952853598
89,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.0666666666666,0.6447409003896717,AUC > 0.5,1,0.0477695231216355,0.09646769505924398,0.15181086519114687
90,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.0666666666666,0.582242062631143,AUC > 0.5,1,0.05818242790073782,0.08663089649005147,0.12961099932930895
91,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.0666666666666,0.44394648509940965,AUC <= 0.5,1,0.020064833445115,0.03243644875790698,0.062206572769953
92,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.1333333333333,0.35630757347144193,AUC <= 0.5,1,0.061844925763732614,0.08486868925974164,0.09867538564721656
93,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.1318681318681,0.4321251993037171,AUC <= 0.5,1,0.023213092852371515,0.040198043145113875,0.06749212711136585
94,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.1318681318681,0.390991837689979,AUC <= 0.5,1,0.014079440933148404,0.022712090848363696,0.053106212424849975
95,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.0844529750479,0.45505249040228707,AUC <= 0.5,1,0.02193586464686181,0.04067295396419425,0.06780290920716098
96,N=1C=2C=CC=CC2NC=3SC(=CC3C1N4CCN(C)CC4)C,36.0844529750479,0.47419870578020507,AUC <= 0.5,1,0.02193586464686181,0.04098465473145771,0.07206866024001578
97,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,28.0,0.6568214494832906,AUC > 0.5,2,0.13124968347129287,0.26249936694258574,0.36270205785863385
98,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,28.0,0.6684447223933855,AUC > 0.5,2,0.16957075893736392,0.33914151787472785,0.4203683268714584
99,CC1C(C(CC(O1)OC2C(C(C(OC2OC3=C4C=C5C=C3OC6=C(C=C(C=C6)C(C(C(=O)NC(C(=O)NC5C(=O)NC7C8=CC(=C(C=C8)O)C9=C(C=C(C=C9O)O)C(NC(=O)C(C(C1=CC(=C(O4)C=C1)Cl)O)NC7=O)C(=O)O)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)CO)O)O)(C)N)O,28.0,0.6413447006275309,AUC > 0.5,2,0.16306723026451678,0.32613446052903355,0.4067181513684646
100,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,30.2530739937365,0.3703441268287887,AUC <= 0.5,3,0.01042764011664308,0.035611148984651626,0.06182093706210239
101,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,30.3176107889781,0.47469737917415405,AUC <= 0.5,3,0.05800435097897041,0.10373569257845631,0.14777532185298453
102,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,30.1473990133177,0.41608472737983765,AUC <= 0.5,3,0.02334079515717129,0.056666414580655064,0.0903191538497068
103,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,30.3554227874634,0.426641071036291,AUC <= 0.5,3,0.02324865059373878,0.044272828149049634,0.06474925725740052
104,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,30.0228888896181,0.44103553531459133,AUC <= 0.5,3,0.03290733476738806,0.06279292792187001,0.09207255611706748
105,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NNC(=O)N)NC(=O)C(COC(C)(C)C)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6.CC(=O)O,29.8734629987562,0.47496753228312183,AUC <= 0.5,3,0.04008210366395704,0.07062620325475454,0.10102308562579317
106,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,9.03522205206738,0.8963787052938095,AUC > 0.5,2,0.7021153686310381,0.8281137364837812,0.8986750254151136
107,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,18.0195934745334,0.7309032912688834,AUC > 0.5,2,0.3844781190140229,0.4671209869335308,0.532148987859582
108,O=C1C=C2CCC3C(CCC4(C)C(C(=O)C)CCC34)C2(C)CC1,48.2892690513219,0.5975470999865361,AUC > 0.5,2,0.08616579438669686,0.11103678976103253,0.1353609288735902
109,[K].ClC=1N=C(N(C1CO)CC=2C=CC(=CC2)C=3C=CC=CC3C4=NN=NN4)CCCC,25.9672416989422,0.41700931110316175,AUC <= 0.5,1,0.03431985549534567,0.06299415890872209,0.07936348184603749
110,O=C1OC(CCC2C(C=CC3=CC(C)CC(OC(=O)C(C)(C)CC)C32)C)CC(O)C1,30.0761603180473,0.677571577505035,AUC > 0.5,2,0.20800012396085873,0.28237044153308566,0.35674075910531255
111,O=C1OC(CC)C(O)(C)C(O)C(C(=O)C(C)CC(OC)(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)C(OC3OC(C)C(O)C(OC)(C)C3)C1C)C,28.0681614130168,0.6345913541488848,AUC > 0.5,1,0.14333906112421663,0.2206947181511067,0.2980503751779968
112,Cl.O=C1CCC2(O)C3N(CC=C)CCC42C5=C(OC14)C(O)=CC=C5C3,13.9978209715821,0.35898914525965187,AUC <= 0.5,4,0.09436279583247124,0.1335164517015848,0.13473689095966393
113,Cl.O=C1CCC2(O)C3N(CC=C)CCC42C5=C(OC14)C(O)=CC=C5C3,14.0224655741356,0.4150999232714535,AUC <= 0.5,4,0.10522645747426984,0.1165806101161108,0.1347040428820227
114,O=C([O-])C1=C(CSC2N1C(=O)C2NC(=O)C(=NOC)C=3N=C(SC3)N)C[N+]=4C=CC=C5C4CCCC5,3.02180685355233,0.7691611721029834,AUC > 0.5,0,0.7802195911489086,0.8582514215505092,0.9021092069100304
115,O=C1CCC2(O)C3N(CCC42C5=C(OC14)C(O)=CC=C5C3)CC6CC6,39.1676300578034,0.5234246273207311,AUC > 0.5,2,0.004320679320679317,0.008641358641358635,0.013160648874934544
116,O=C1CCC2(O)C3N(CCC42C5=C(OC14)C(O)=CC=C5C3)CC6CC6,30.6589595375722,0.5531549898065736,AUC > 0.5,2,0.01629513343799047,0.03125528317836,0.043239369326325904
